id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,pymnt_plan,purpose
sdv-id-pWeOej,6008.0,11025.0,14778.436822564729, 36 months,8.86,22.24,C,C3,10+ years,MORTGAGE,76867.59,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-pBiTLb,19187.0,25551.0,1487.5810478949015, 36 months,14.62,1126.66,C,F1,10+ years,OWN,32445.09,Verified,Current,n,house
sdv-id-rQOJQD,14357.0,13733.0,14819.399702878085, 60 months,10.26,958.61,B,B5,3 years,MORTGAGE,48769.06,Source Verified,Current,n,debt_consolidation
sdv-id-iRcKfl,16228.0,1000.0,16164.735481057673, 36 months,18.48,143.63,D,A2,10+ years,MORTGAGE,18837.2,Not Verified,Charged Off,n,debt_consolidation
sdv-id-DfjPzC,9476.0,23565.0,16061.273473772493, 36 months,17.12,451.11,A,C5,2 years,MORTGAGE,91154.11,Verified,Charged Off,y,debt_consolidation
sdv-id-KFpCvK,2606.0,26323.0,7780.508561158437, 36 months,20.48,401.76,E,D1,6 years,OWN,35805.26,Verified,Fully Paid,y,debt_consolidation
sdv-id-qPPbxM,15794.0,1000.0,23486.15947794009, 60 months,10.92,300.99,A,E3,6 years,RENT,28603.52,Source Verified,Late (31-120 days),n,debt_consolidation
sdv-id-XXaBmK,16022.0,6529.0,7310.473573387865, 36 months,13.53,407.38,C,B2,2 years,RENT,19880.96,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-mMTShS,8131.0,23591.0,10705.951755179873, 36 months,11.97,897.41,C,A4,9 years,RENT,80284.71,Verified,Fully Paid,n,car
sdv-id-kKUrut,16710.0,22544.0,15401.367457700517, 60 months,7.08,358.4,C,G1,10+ years,OWN,106939.4,Source Verified,Late (31-120 days),n,wedding
sdv-id-tjFhth,18507.0,3766.0,2142.3376758049294, 36 months,18.23,449.74,A,D2,9 years,MORTGAGE,252252.17,Verified,Current,n,small_business
sdv-id-AObiGU,11297.0,29560.0,18956.301019369697, 36 months,9.05,290.67,C,B3,3 years,RENT,82801.28,Source Verified,Current,n,car
sdv-id-FYsYcC,13575.0,1000.0,8356.072794141392, 36 months,15.72,340.66,D,C5,2 years,RENT,69078.53,Not Verified,Does not meet the credit policy. Status:Charged Off,n,debt_consolidation
sdv-id-nhgHHu,11234.0,14127.0,40000.0, 60 months,30.99,517.96,D,A5,9 years,RENT,38936.69,Not Verified,Late (16-30 days),n,debt_consolidation
sdv-id-BPtboL,20604.0,21611.0,19500.009782241046, 36 months,12.69,393.73,A,C2,8 years,MORTGAGE,32304.93,Source Verified,Current,n,debt_consolidation
sdv-id-kjilFz,20414.0,1000.0,31389.34817960071, 36 months,22.34,226.97,E,B5,2 years,MORTGAGE,70960.76,Not Verified,Charged Off,y,debt_consolidation
sdv-id-Fuzsrc,5247.0,22457.0,16065.396406445154, 36 months,18.68,220.85,F,B3,5 years,MORTGAGE,52984.44,Not Verified,Charged Off,n,other
sdv-id-qYEFHp,16680.0,13333.0,0.0, 36 months,22.36,279.14,C,B5,3 years,OWN,30097.08,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-fUuVss,30662.0,23077.0,29839.32981157898, 36 months,20.81,430.92,C,E4,8 years,RENT,116947.48,Verified,Current,n,house
sdv-id-EEunFt,6023.0,4449.0,11765.486165650216, 36 months,21.32,66.14,A,C5,2 years,RENT,73932.57,Not Verified,Current,n,other
sdv-id-McnUZk,2974.0,16282.0,13624.353437587099, 36 months,12.48,316.68,B,B5,10+ years,RENT,59531.0,Source Verified,Current,n,debt_consolidation
sdv-id-yDpchy,9901.0,16829.0,772.9882967961639, 36 months,19.76,305.42,C,E3,2 years,RENT,71740.28,Not Verified,Charged Off,n,other
sdv-id-wPSOaO,10814.0,13471.0,33441.728244217404, 36 months,16.62,454.81,B,B4,6 years,MORTGAGE,64652.58,Source Verified,Fully Paid,n,credit_card
sdv-id-hMBHoP,8368.0,32789.0,470.65804381222915, 60 months,17.5,1084.56,C,C3,10+ years,RENT,52005.86,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-CFkCVr,14090.0,28805.0,14079.736744618447, 36 months,21.08,22.24,C,B1,10+ years,MORTGAGE,116014.54,Verified,Charged Off,n,debt_consolidation
sdv-id-hxYmzE,3432.0,24515.0,4685.543586470603, 60 months,16.57,495.19,B,A5,8 years,OWN,60184.64,Verified,Late (31-120 days),n,major_purchase
sdv-id-OdXTTY,12888.0,24223.0,17810.041273748888, 60 months,13.91,426.39,C,A1,10+ years,OWN,246927.91,Verified,Fully Paid,n,debt_consolidation
sdv-id-LkYgCg,15438.0,5410.0,32501.087646915137, 60 months,13.15,498.53,E,D5,2 years,RENT,18845.75,Source Verified,Current,n,debt_consolidation
sdv-id-hlwmea,17615.0,22947.0,17448.81881959935, 36 months,9.9,22.24,C,B3,6 years,MORTGAGE,112252.74,Source Verified,Late (31-120 days),n,debt_consolidation
sdv-id-ocnWbz,26490.0,2218.0,3275.590984864018, 60 months,11.03,374.17,D,F4,5 years,MORTGAGE,215476.64,Verified,Current,n,debt_consolidation
sdv-id-VPeRwZ,20492.0,1000.0,16242.710838530109, 36 months,28.62,753.64,B,E4,6 years,RENT,88756.89,Source Verified,Charged Off,n,debt_consolidation
sdv-id-MtgoLj,16916.0,3492.0,15912.045896704623, 36 months,8.87,651.46,A,C4,10+ years,MORTGAGE,100400.44,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-QtvDdU,17893.0,1847.0,3794.9741150070977, 36 months,29.63,340.33,A,F1,1 year,MORTGAGE,37030.98,Verified,Fully Paid,n,vacation
sdv-id-rnNYkY,4044.0,14533.0,27947.39039480332, 36 months,18.54,332.85,E,D1,10+ years,RENT,52691.82,Verified,Current,n,debt_consolidation
sdv-id-fLEVzI,16509.0,29341.0,39311.087751958505, 36 months,13.84,582.55,D,D2,6 years,RENT,107344.47,Verified,Charged Off,n,debt_consolidation
sdv-id-iXCSWv,13959.0,16830.0,16044.741533723025, 36 months,9.74,22.24,C,C5,10+ years,RENT,78531.78,Source Verified,Current,n,debt_consolidation
sdv-id-wWqBUF,20740.0,17887.0,9746.07126677449, 36 months,25.2,26.45,C,C2,10+ years,MORTGAGE,63127.61,Not Verified,Current,n,car
sdv-id-TlVuoO,3337.0,22189.0,8954.73855376761, 36 months,21.85,315.5,A,E2,8 years,OWN,53281.63,Not Verified,Charged Off,n,debt_consolidation
sdv-id-jSEhBZ,5333.0,12957.0,22052.575386923432, 36 months,19.34,464.15,D,D5,4 years,OWN,70882.9,Source Verified,Current,n,debt_consolidation
sdv-id-DpQQWP,19469.0,17922.0,13353.797761149503, 36 months,16.39,693.37,A,C2,2 years,ANY,146010.88,Source Verified,Charged Off,n,credit_card
sdv-id-DvnJMe,2551.0,13403.0,7968.4203422702885, 60 months,30.99,290.24,B,B5,8 years,OWN,105621.78,Verified,Charged Off,y,debt_consolidation
sdv-id-WGSHEU,1000.0,13986.0,19225.548727444093, 36 months,30.99,556.72,A,C5,10+ years,OWN,33785.09,Not Verified,Charged Off,n,debt_consolidation
sdv-id-LVbLmV,19294.0,24158.0,14631.28356837168, 36 months,16.29,697.15,D,C3,1 year,MORTGAGE,39850.82,Verified,Charged Off,n,debt_consolidation
sdv-id-smRiqD,14484.0,2203.0,6688.9807026966, 36 months,16.89,22.24,B,C2,10+ years,MORTGAGE,62701.38,Not Verified,Charged Off,n,debt_consolidation
sdv-id-nsYvsE,8770.0,23194.0,17870.90742165656, 36 months,11.91,379.57,D,C5,1 year,RENT,73534.95,Verified,Current,n,car
sdv-id-suQJYU,16833.0,19438.0,25070.84499187028, 36 months,30.99,490.22,A,B5,3 years,MORTGAGE,40449.02,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-gQTwrL,21115.0,1000.0,29632.00389250336, 36 months,21.1,703.78,E,B5,8 years,MORTGAGE,66026.18,Verified,Fully Paid,n,debt_consolidation
sdv-id-QpLaJc,21162.0,24431.0,4522.380416086609, 60 months,15.95,411.66,B,A1,9 years,MORTGAGE,54210.66,Not Verified,Late (16-30 days),n,debt_consolidation
sdv-id-ITitcI,18821.0,3905.0,31830.208447686935, 60 months,30.99,1025.63,C,C2,6 years,MORTGAGE,31977.95,Source Verified,Current,n,credit_card
sdv-id-htMxBG,3047.0,21949.0,15861.01741615053, 36 months,20.12,480.86,C,B2,10+ years,MORTGAGE,26381.15,Verified,Late (31-120 days),n,credit_card
sdv-id-wXAGUQ,8109.0,15083.0,40000.0, 36 months,17.16,404.62,D,G1,4 years,MORTGAGE,43817.49,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-HuIHIu,17558.0,19119.0,9201.294824977816, 36 months,18.59,127.07,C,C4,< 1 year,RENT,29631.54,Not Verified,Charged Off,n,credit_card
sdv-id-BlqjSB,12752.0,1000.0,16521.502190334177, 60 months,15.67,68.96,C,A3,4 years,OWN,57365.12,Source Verified,Fully Paid,n,home_improvement
sdv-id-uxDDXy,4262.0,22308.0,22546.73427743653, 36 months,7.18,203.79,F,A2,4 years,MORTGAGE,159206.47,Source Verified,Charged Off,n,debt_consolidation
sdv-id-OPyHTQ,6073.0,18608.0,11763.339435712573, 36 months,11.93,686.98,C,C5,6 years,MORTGAGE,30338.82,Source Verified,Fully Paid,n,credit_card
sdv-id-PwjEPQ,6628.0,14748.0,6767.735031107149, 36 months,14.44,481.94,G,C1,7 years,RENT,32331.09,Not Verified,Late (31-120 days),n,debt_consolidation
sdv-id-BDwnKc,22296.0,26050.0,8175.44673298636, 36 months,14.19,516.03,A,B5,5 years,MORTGAGE,36069.15,Not Verified,Current,n,debt_consolidation
sdv-id-RzedXv,10251.0,17874.0,10954.71766804302, 36 months,17.19,500.31,A,B5,10+ years,OWN,122585.14,Not Verified,Late (31-120 days),n,debt_consolidation
sdv-id-LvPAOS,5026.0,6582.0,10627.174879407685, 60 months,11.46,22.24,B,A5,1 year,MORTGAGE,73911.06,Verified,Late (31-120 days),n,other
sdv-id-ReMpKM,14890.0,1000.0,15038.162510014114, 36 months,19.63,211.33,D,E1,10+ years,OWN,39777.55,Not Verified,Charged Off,n,other
sdv-id-dwbHdz,6186.0,28178.0,13957.327233116184, 36 months,12.84,211.7,C,B5,6 years,RENT,88492.95,Source Verified,Fully Paid,n,major_purchase
sdv-id-hSmLDQ,16611.0,14631.0,26245.16876533952, 36 months,17.3,217.09,A,A5,1 year,OWN,17444.4,Verified,Fully Paid,n,debt_consolidation
sdv-id-ObqSYa,17713.0,1181.0,21513.959640957983, 60 months,19.13,140.82,C,A1,10+ years,OWN,43996.73,Source Verified,Charged Off,n,debt_consolidation
sdv-id-bljmno,16918.0,24401.0,8534.24193971329, 36 months,20.87,678.58,E,B2,7 years,RENT,131184.63,Source Verified,Current,n,debt_consolidation
sdv-id-YYbreg,27365.0,17677.0,9827.617015456035, 36 months,12.93,794.96,B,B1,10+ years,OWN,46005.39,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-FeFXnx,19729.0,13977.0,11534.195276257937, 36 months,11.4,154.88,D,C3,9 years,RENT,22724.86,Not Verified,Fully Paid,n,other
sdv-id-vLITla,2471.0,13510.0,20600.64378436382, 36 months,16.0,175.4,A,D1,9 years,MORTGAGE,92642.55,Source Verified,Current,n,debt_consolidation
sdv-id-PwHnEK,22200.0,14176.0,14935.579966420162, 36 months,17.64,171.6,B,C5,10+ years,OWN,47468.86,Verified,Current,n,house
sdv-id-OaXVrq,19808.0,23218.0,21327.084721483712, 36 months,9.82,373.72,E,A4,6 years,RENT,58827.73,Source Verified,Charged Off,n,credit_card
sdv-id-CSkTEC,17364.0,1000.0,0.0, 36 months,13.11,374.66,F,B2,10+ years,RENT,22343.18,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-eAFZxZ,9007.0,13390.0,25676.965304140187, 36 months,6.32,588.73,A,B2,10+ years,OWN,45124.89,Not Verified,Current,n,debt_consolidation
sdv-id-IByrDE,11300.0,6292.0,32444.88532347824, 36 months,6.08,484.5,C,A1,9 years,ANY,67829.64,Source Verified,Late (31-120 days),n,debt_consolidation
sdv-id-MyrSrt,2271.0,24888.0,31536.31662998765, 36 months,9.32,22.24,F,C5,1 year,MORTGAGE,45354.5,Not Verified,Charged Off,n,debt_consolidation
sdv-id-LoqeME,2716.0,2669.0,3866.3835138832533, 36 months,20.92,292.52,F,A1,5 years,MORTGAGE,84408.28,Not Verified,Charged Off,n,debt_consolidation
sdv-id-HeIkON,5707.0,6111.0,11442.340142474193, 36 months,30.99,396.76,C,C2,8 years,OWN,155592.2,Verified,Fully Paid,n,debt_consolidation
sdv-id-rIwtOc,9854.0,17837.0,12365.681137207623, 60 months,17.28,22.24,D,C2,2 years,MORTGAGE,65829.07,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-BMMktO,23338.0,4101.0,15577.418479411455, 36 months,18.47,308.05,B,C2,10+ years,OWN,29743.37,Not Verified,Charged Off,n,debt_consolidation
sdv-id-FDMIpy,10383.0,22941.0,14041.27705491918, 60 months,14.04,480.03,D,B3,1 year,OWN,127433.91,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-Vusuuh,10823.0,24365.0,32087.707399357525, 36 months,9.79,526.62,D,C5,2 years,MORTGAGE,44727.44,Source Verified,Charged Off,n,debt_consolidation
sdv-id-yHVIhH,15936.0,21429.0,9658.682955836372, 36 months,30.33,203.19,C,B1,6 years,MORTGAGE,271044.87,Not Verified,In Grace Period,n,renewable_energy
sdv-id-PUTgGa,2449.0,13887.0,12601.617721717037, 36 months,10.52,916.88,B,F3,5 years,MORTGAGE,39265.5,Not Verified,Current,n,medical
sdv-id-xVdxiv,13582.0,15964.0,773.3718795873183, 36 months,14.23,254.66,B,F5,10+ years,MORTGAGE,53000.21,Not Verified,Fully Paid,n,small_business
sdv-id-EhiUuT,15436.0,24907.0,3889.379459275993, 36 months,13.63,620.45,B,F4,5 years,NONE,48745.19,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-oDEeGF,20947.0,19788.0,8076.418286951104, 60 months,20.45,1068.26,C,A4,6 years,OWN,81917.27,Not Verified,Current,y,other
sdv-id-CUeHxK,7053.0,14619.0,15764.539764988367, 36 months,30.99,545.83,G,D2,1 year,OWN,244078.28,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-ZQtQWC,8078.0,22594.0,34776.89735357871, 36 months,21.15,397.12,E,F3,7 years,OWN,37570.28,Source Verified,Current,n,debt_consolidation
sdv-id-VYpMCA,18460.0,1000.0,23800.8103415193, 36 months,19.46,341.63,A,A4,6 years,OWN,131412.2,Not Verified,Fully Paid,n,credit_card
sdv-id-fQelFn,36223.0,24207.0,39574.671201621844, 36 months,19.36,196.55,F,F4,< 1 year,MORTGAGE,11433.47,Verified,Charged Off,n,medical
sdv-id-vDqJat,20012.0,26158.0,15549.37848778421, 36 months,21.8,382.01,A,A4,2 years,MORTGAGE,66119.95,Verified,Current,n,debt_consolidation
sdv-id-SiJwqR,2418.0,29051.0,26589.022731226636, 36 months,10.68,558.57,D,B4,10+ years,OWN,58146.59,Not Verified,Fully Paid,n,other
sdv-id-kLAweA,20698.0,1815.0,2202.513355958257, 60 months,23.77,340.66,B,C3,10+ years,OWN,81443.1,Source Verified,Charged Off,n,other
sdv-id-mnvIqj,1000.0,22524.0,8140.010450499714, 36 months,24.66,638.05,A,B4,2 years,MORTGAGE,55184.93,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-XQgaly,3938.0,3290.0,29427.46091212012, 36 months,30.99,371.07,A,E2,< 1 year,RENT,26373.99,Source Verified,Fully Paid,n,wedding
sdv-id-RNlzoS,4326.0,14040.0,13415.417422156957, 36 months,10.6,1025.79,C,B1,8 years,OWN,59269.19,Not Verified,Current,y,debt_consolidation
sdv-id-yFuNkS,10485.0,2585.0,4404.143027629512, 36 months,30.99,445.54,D,C5,2 years,MORTGAGE,106497.01,Not Verified,Charged Off,n,home_improvement
sdv-id-XAfiqw,35766.0,3548.0,5528.403988454696, 36 months,14.42,418.51,B,C5,10+ years,MORTGAGE,50979.38,Verified,Fully Paid,n,debt_consolidation
sdv-id-zFCCZh,4900.0,13661.0,20216.51351893463, 36 months,21.09,581.19,F,E1,5 years,ANY,272104.98,Source Verified,Current,n,debt_consolidation
sdv-id-aRMNGv,17372.0,13977.0,16870.41885405299, 60 months,23.05,541.27,C,B5,5 years,MORTGAGE,100606.78,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-mvWakN,3338.0,14467.0,10534.026052557088, 60 months,30.99,577.16,D,D3,1 year,OWN,43129.56,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-EkfsWg,14139.0,22669.0,4915.866117739678, 36 months,13.31,406.2,C,C5,10+ years,OWN,55313.23,Source Verified,Current,n,other
sdv-id-vcVhOB,9974.0,18023.0,13874.378557807748, 36 months,11.54,548.11,C,C4,10+ years,OWN,77546.53,Source Verified,Current,y,debt_consolidation
sdv-id-MnEeZn,6986.0,24332.0,3624.3161986328378, 36 months,18.42,589.3,C,F4,10+ years,OWN,41374.21,Verified,Fully Paid,n,debt_consolidation
sdv-id-SuygzF,18336.0,16845.0,18189.852701113374, 60 months,12.29,416.51,B,G3,2 years,MORTGAGE,64705.34,Source Verified,Fully Paid,n,home_improvement
sdv-id-rvpgkB,36158.0,1000.0,33112.54023544667, 36 months,30.85,370.58,A,B2,6 years,RENT,101939.45,Not Verified,Does not meet the credit policy. Status:Charged Off,n,small_business
sdv-id-FLteWx,16354.0,2603.0,16497.539503738364, 36 months,18.19,169.78,D,E3,4 years,RENT,51120.63,Verified,Current,n,debt_consolidation
sdv-id-Qvowix,37721.0,25041.0,40000.0, 60 months,27.76,333.09,A,G3,10+ years,RENT,67575.17,Source Verified,Current,n,debt_consolidation
sdv-id-gZLMjX,14956.0,27468.0,9652.500140011294, 36 months,21.84,111.65,D,D3,10+ years,MORTGAGE,81288.83,Verified,Fully Paid,n,medical
sdv-id-lblTaw,20123.0,23231.0,22951.941036746284, 36 months,12.17,275.18,D,A5,10+ years,MORTGAGE,153704.83,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-KVNTZB,7350.0,26039.0,16829.87565298132, 36 months,30.99,227.31,E,B4,10+ years,OWN,375772.16,Verified,Fully Paid,y,other
sdv-id-TvUYxt,13474.0,11734.0,3544.9917440901004, 36 months,13.3,441.49,A,B1,2 years,MORTGAGE,65996.02,Not Verified,Fully Paid,n,other
sdv-id-DlgGFp,17311.0,22351.0,12481.708498816717, 60 months,12.45,341.2,C,B4,10+ years,RENT,39827.79,Source Verified,Late (31-120 days),n,other
sdv-id-HVktzN,7801.0,17114.0,37718.11612325785, 60 months,8.41,411.33,C,D1,10+ years,RENT,38317.69,Verified,Current,n,debt_consolidation
sdv-id-smqydO,15028.0,23853.0,4415.538298564011, 36 months,22.21,196.68,D,C5,2 years,RENT,56982.94,Not Verified,Late (31-120 days),n,debt_consolidation
sdv-id-fIEteI,2884.0,25974.0,20552.675287908132, 60 months,9.04,394.93,A,D4,3 years,OWN,94522.36,Source Verified,Current,n,debt_consolidation
sdv-id-xLspON,5680.0,23707.0,31304.894707731662, 36 months,16.71,736.88,B,F2,2 years,OWN,93655.73,Verified,Charged Off,n,debt_consolidation
sdv-id-ljMiOv,21473.0,37236.0,7589.826379512209, 36 months,15.45,103.9,A,C3,8 years,OWN,126020.09,Source Verified,Fully Paid,n,major_purchase
sdv-id-ehjAJc,9106.0,2138.0,934.2389991448536, 36 months,13.63,176.09,C,A5,2 years,OWN,78324.22,Not Verified,Does not meet the credit policy. Status:Charged Off,n,credit_card
sdv-id-coRfqY,18705.0,3157.0,0.0, 60 months,16.41,203.18,D,E3,10+ years,OWN,57638.34,Verified,Charged Off,n,debt_consolidation
sdv-id-DFUaVj,10597.0,13446.0,16065.716227629531, 36 months,30.99,617.39,C,A3,9 years,MORTGAGE,20885.89,Verified,Fully Paid,n,debt_consolidation
sdv-id-zUMkuw,13940.0,1000.0,30836.49545275128, 60 months,9.63,108.5,E,B5,2 years,MORTGAGE,56427.48,Source Verified,Charged Off,y,debt_consolidation
sdv-id-ivEecJ,3171.0,3606.0,2189.6928735806277, 60 months,19.89,426.99,D,A2,10+ years,RENT,47173.46,Source Verified,Current,n,home_improvement
sdv-id-wiqDsH,4516.0,28614.0,20365.223634373346, 36 months,15.17,433.2,A,C5,10+ years,RENT,56135.48,Verified,Does not meet the credit policy. Status:Fully Paid,n,debt_consolidation
sdv-id-DvnDCt,17622.0,1578.0,33328.80832038138, 60 months,30.16,1045.65,C,C4,9 years,RENT,164517.02,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-rXKkYB,14424.0,14116.0,9342.531021242981, 36 months,13.73,22.24,A,B1,9 years,RENT,72002.2,Verified,Current,n,other
sdv-id-WBxacY,21093.0,24847.0,18327.8233282192, 36 months,21.55,753.27,A,D4,8 years,RENT,87236.03,Verified,Late (16-30 days),n,debt_consolidation
sdv-id-kYsLPr,8606.0,24148.0,7646.5430884071275, 36 months,18.78,288.51,E,D2,7 years,MORTGAGE,52127.97,Verified,Current,n,debt_consolidation
sdv-id-HGKUzx,22374.0,10061.0,15828.05168300902, 36 months,10.28,42.26,C,B4,2 years,MORTGAGE,49201.79,Source Verified,Does not meet the credit policy. Status:Fully Paid,n,debt_consolidation
sdv-id-ZWDfcX,4431.0,7357.0,15746.127253188512, 36 months,11.64,248.65,B,C2,1 year,OWN,82053.57,Not Verified,Charged Off,n,credit_card
sdv-id-cPqHHt,2421.0,14075.0,7344.59950564691, 36 months,29.6,288.6,D,B4,10+ years,OWN,111964.74,Verified,Charged Off,n,debt_consolidation
sdv-id-DkxJyd,1000.0,17194.0,5965.985524874048, 36 months,19.36,389.79,C,C2,7 years,RENT,79240.92,Not Verified,Late (31-120 days),n,debt_consolidation
sdv-id-ggVocY,3421.0,18582.0,37117.14077346815, 60 months,20.26,74.66,D,A2,10+ years,MORTGAGE,77874.92,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-mFbDZW,17174.0,17781.0,13772.570742632166, 36 months,6.77,708.52,B,C5,6 years,MORTGAGE,39162.12,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-UKhmka,6358.0,17949.0,27383.229923429317, 36 months,18.11,48.86,E,A1,1 year,OWN,50086.14,Not Verified,Fully Paid,n,credit_card
sdv-id-ylpjZn,17959.0,24589.0,13030.290294128094, 36 months,8.17,486.93,D,C3,4 years,OWN,11433.47,Verified,Fully Paid,n,credit_card
sdv-id-pDWZax,32408.0,2275.0,13140.56691468093, 60 months,23.24,710.87,B,G4,1 year,OWN,255270.8,Verified,Fully Paid,n,credit_card
